person,allNames,institution,ULAN_ID,VIAF_ID,WIKIDATA_ID,GND_ID,group_type
,"Anton Wintergerst | Wintergerst, Anton",midas,,172074802,,,VIAF
,"August Schwarz | Schwarz, August (1855)",midas,,172080333,,,VIAF
,"Hokenmaier, Josef | Josef Hokenmaier",midas,,172086624,,,VIAF
,Unknown / Anonymous,midas,,,,172328306,GND
,Unknown / Anonymous,midas,,,,172331331,GND
,Rainaldino | Ranaldinus,midas,,172467856,,,VIAF
,"Elisabetha Gimbel | Gimbel, Elisabeta",midas,,172517043,,,VIAF
,"Bernhard, Johann | Müller, Johann Bernhard | Müller, Johann Bernhard | Müller, Martin Friedrich",midas,,1731163513720011230006,,,VIAF
,"Hay, Jean | Hey, Jean",midas,,1731165060213632740003,,,VIAF
,Unknown / Anonymous,midas,,,,173203906,GND
,"Ciegeler, Heinrich | Cigeler, Heinrich | Cigler, Heinrich | Heinrich Ciegeler | Ziegler, Heinrich | Ziegler, Heinrich (1499)",midas,,173222373,,,VIAF
,Unknown / Anonymous,midas,,,,173266002,GND
,"Redmond, Thomas | Thomas Redmond",frick,,173306549,,,VIAF
,Unknown / Anonymous,midas,,,,174072902,GND
,Unknown / Anonymous,midas,,,,174124031,GND
,"Engelmann, Ernst | Ernst Engelmann",midas,,174147869400374980060,,,VIAF
,Unknown / Anonymous,midas,,,,174177372,GND
,Unknown / Anonymous,midas,,,,174182139,GND
,Unknown / Anonymous,midas,,,,174189966,GND
,Unknown / Anonymous,midas,,,,174190239,GND
,Unknown / Anonymous,midas,,,,174206283,GND
,Unknown / Anonymous,midas,,,,174216815,GND
,Unknown / Anonymous,midas,,,,174218397,GND
,Unknown / Anonymous,midas,,,,174223633,GND
,Unknown / Anonymous,midas,,,,174233485,GND
,Unknown / Anonymous,midas,,,,174253753,GND
,Unknown / Anonymous,midas,,,,17425587X,GND
,Unknown / Anonymous,midas,,,,174256590,GND
,Unknown / Anonymous,midas,,,,17425668X,GND
,Unknown / Anonymous,midas,,,,174259700,GND
,Unknown / Anonymous,midas,,,,174284306,GND
,Unknown / Anonymous,midas,,,,174286236,GND
,Unknown / Anonymous,midas,,,,174287178,GND
,Unknown / Anonymous,midas,,,,174289936,GND
,Unknown / Anonymous,midas,,,,174303726,GND
,Unknown / Anonymous,midas,,,,17430398X,GND
,Unknown / Anonymous,midas,,,,174313810,GND
,Unknown / Anonymous,midas,,,,174317786,GND
,Unknown / Anonymous,midas,,,,174320086,GND
,Unknown / Anonymous,midas,,,,17433298X,GND
,Unknown / Anonymous,midas,,,,174333846,GND
,Unknown / Anonymous,midas,,,,174333900,GND
,Unknown / Anonymous,midas,,,,174338228,GND
,Unknown / Anonymous,midas,,,,174345518,GND
,"Marini, Paolo",midas,,1745167202591367930008,,,VIAF
,"Johann Urban Remele | Remele, Urban",midas,,175150172696800180005,,,VIAF
,"Hacq, ? | J. M. Hacq | J.M. Hacq | Jacques Marie Hacq",midas,,17523747,,,VIAF
,"Konrad Schaller | Schaller, Konrad",midas,,175254685,,,VIAF
,"Adolphe Jourdan | Jourdan, Adolphe",frick,,17525476,,,VIAF
,"Hackl, Johann Joseph | Hackl, Joseph | Joseph Hackl",midas,,1754158070774508780003,,,VIAF
,"Helmut Weber | Weber, Helmut",midas,,18026002,,,VIAF
,"Heiden, Theodor (1853) | Theodor Heiden",midas,,18026143,,,VIAF
,"Breidenbach, Rudolf | Rudolf Breidenbach",midas,,180545120,,,VIAF
,"Antonio Mola | Mola, Antonio",midas,,18086140,,,VIAF
,"Heimans, Peter | Heymann, Peter | Heymans, Peter | Peter Heymans",midas,,1815159248417504870000,,,VIAF
,"Girolamo Mattioli | Mattioli, Girolamo",frick,,18151963635800311019,,,VIAF
,"Giacomo Valesio | Valeggio, Giacomo | Valeggio, Giovanni Giacomo | Valegio, Giacomo | Valegio, Giovanni Giacomo",midas,,18160242804252432021,,,VIAF
,"Gabriele Mattei | Mathei, Gabriel | Mattei, Gabriel",midas,,182144647642517878135,,,VIAF
,Unknown / Anonymous,midas,,,,182760006,GND
,"Francesco Prata | Francesco Prata da Caravaggio | Francesco da Prato | Prata da Caravaggio, Francesco | Prata, Francesco",midas,,18304076,,,VIAF
,Camaino | Camaino di Crescentino | Camaino di Crescenzio di Dietisalvi | Camerino | Chamaino di Crescenzio,midas,,18313304,,,VIAF
,"John Miles Rowlett | Rowlett, John Miles",midas,,18365579,,,VIAF
,"Cassiano Dal Pozzo | Pozzo, Cassiano Del",midas,,1841145857005522920827,,,VIAF
,Unknown / Anonymous,midas,,,,186030266,GND
,"Dobson, Margaret | Margaret Dobson",frick,,186161763109722560006,,,VIAF
,Unknown / Anonymous,midas,,,,187008655,GND
,"H. Sternberg | Sternberg, ?",midas,,187742700,,,VIAF
,Cicino Francesco,zeri,,188235317,,,VIAF
,Unknown / Anonymous,midas,,,,188349626,GND
,Unknown / Anonymous,midas,,,,188421246,GND
,Unknown / Anonymous,midas,,,,188428712,GND
,Unknown / Anonymous,midas,,,,188434216,GND
,Unknown / Anonymous,midas,,,,188437207,GND
,Unknown / Anonymous,midas,,,,188449027,GND
,Dubreuil,frick,,18847444,,,VIAF
,Unknown / Anonymous,midas,,,,188477837,GND
,Unknown / Anonymous,midas,,,,18898058X,GND
,Unknown / Anonymous,midas,,,,189556161,GND
,Unknown / Anonymous,midas,,,,189558121,GND
,Unknown / Anonymous,midas,,,,189732946,GND
,"Andrea Tofanelli | Tofanelli, Andrea | Toffanelli, Andrea",midas,,190389701,,,VIAF
,"Eckhard, E. | Eckhard, Else | Else Eckhard",midas,,190980322,,,VIAF
,"Amati, Giovanni Antonio d' (der Jüngere) | Amato, Giovanni Antonio (der Jüngere) | Amato, Giovanni Antonio d' (der Jüngere) | Giovanni Antonio d' Amato",midas,,191148705691837080000,,,VIAF
,"Augusto Tesauro | Tesauro, Agostino",midas,,19146030525535860658,,,VIAF
,"Gustavo Sanguinetti | Sanguineti, Gustavo | Sanguinetti, Gustavo",midas,,19162115865002111093,,,VIAF
,"Zölffel, Bernhard Adolf Emil | Zölffel, Bernhard | Zölffel, Bernhard Adolf Emil",midas,,19164418528020230930,,,VIAF
,"Laffer, Hans von | Lafferde, Hans von | Lafferdt, Hans von",midas,,19169016662866980017,,,VIAF
,"Henry Knye | Knye, Henry",midas,,1929161819209327960002,,,VIAF
,"Francesco, Monsù | Simonot, Francois | Simonot, François",midas,,193647870,,,VIAF
,"Richard H. Wright | Wright, Richard H",frick,,19373445,,,VIAF
,"Comes, Francisco | Francisco Comes",frick,,19390556,,,VIAF
,"Joseph Stevens | Stevens, Edouard Joseph | Stevens, Joseph",midas,,194217654,,,VIAF
,Marco | Marco da San Michele,midas,,194294951,,,VIAF
,"Erhard Reich | Reich, Erhard",midas,,194643847,,,VIAF
,"Benato, Giacomo di Marco | Benato, Jacopo di Marco | Bennati, Jacopo di Marco | Jacopo di Marco Benato",midas,,194703091,,,VIAF
,"Angelini, Orazio | Orazio Angelini",midas,,1951148705699237080005,,,VIAF
,"Anton Fritz | Fritz, Anton",midas,,195777506,,,VIAF
,"Johann Jakob Rousseau | Rousseau, Johann Jakob",midas,,195778369,,,VIAF
,"Pollace, Tommaso",midas,,1962166360566407070004,,,VIAF
,"Alvaro Monsalve Sáenz | Alvaro, Consalvo",midas,,196333794,,,VIAF
,"Zengerle, Heinrich Georg Jacob | Zengerle, Heinrich Jakob",midas,,1976164661879703390006,,,VIAF
,"Orazio Porta | Porta, Orazio",midas,,199672191,,,VIAF
,"Luzzi, Pietro | Pietro Luzzi",midas,,2002158915863150000004,,,VIAF
,"Lorenzo di Cristoforo Torresani | Torresani, Lorenzo di Cristoforo",midas,,200749320,,,VIAF
,"Giacomo Zatta | Zatta, Giacomo | Zatta, Iacopo",midas,,201149717405910950956,,,VIAF
,"Jochen Weinert | Weinert, Jochen",midas,,20155224366884370104,,,VIAF
,"Emil Koller | Koller, Emil",midas,,20158003839101882307,,,VIAF
,"Benckhardt, Nikolaus | Lenckhard, Nikolaus | Lenckhardt, Nikolaus | Lenkhart, Nikolaus | Nikolaus Lenckhardt",midas,,2017153289906332770006,,,VIAF
,"Franz Christoph Mäderl | Mederle, Franz Christoph | Mäderl, Franz Christoph",midas,,201827050,,,VIAF
,"Ghini, Simone di Giovanni di Giovanni",midas,,202166293186900710006,,,VIAF
,"Bruno Specht | Specht, Bruno",midas,,203093608,,,VIAF
,"Cunacci, Andrea | Cunavi, Andrea Vito",midas,,2039164423034820530008,,,VIAF
,"Bernhard, Georg (1929) | Georg Bernhard",midas,,20474151,,,VIAF
,"Antonio Eclissi | Eclissi, Antonio",midas,,204752061,,,VIAF
,"Coducci, Domenico | Codussi, Domenico | Domenico Codussi",midas,,2048161274847347650000,,,VIAF
,Endoios,midas,,20484240,,,VIAF
,"Blanchard, Laurent | Laurent Blanchard",frick,,205142455,,,VIAF
,"Ludwig Wittmann | Wittmann, Ludwig (1880)",midas,,20553970,,,VIAF
,"Ferdinand Sckopp | Sckopp, Ferdinand",midas,,205650613,,,VIAF
,Dal Buono Vincenzo | Vincenzo Dal Buono,zeri,,20565743,,,VIAF
,"Paul Suhr | Suhr, Paul",midas,,205983954,,,VIAF
,"Peter Schulz | Schulz, Peter (1928)",midas,,20606127,,,VIAF
,"Jean Pépin | Jean de Huy | Pépin, Jean",midas,,20609499,,,VIAF
,Giovan Angelo Del Maino | Maino Giovanni Angelo del,zeri,,20617616,,,VIAF
,"Francesco de' Tatti | Tatti, Francesco de'",midas,,20619100,,,VIAF
,"Battista di Cristofanello Sensi | Sensi, Battista di Cristofanello",midas,,206803744,,,VIAF
,"Giovanni Maria Mariani | Mariani, Giov. Maria | Mariani, Giovanni Maria",midas,,2069152080586807230002,,,VIAF
,"Curt Leschnitzer | Leschnitzer, Curt",midas,,20707562,,,VIAF
,"Georg Kraus | Kraus, Georg Friedrich",midas,,20753453,,,VIAF
,"Herwarth Schulte | Schulte, Herwarth",midas,,20764989,,,VIAF
,"Jan Gillisz Wraghe | Wrage, Jan Gillisz | Wrage, Jan Gillszoon | Wraghe, Jan Gillisz",midas,,20782611,,,VIAF
,"Gragnoli, Ovidio | Ovidio Gragnoli",midas,,207882394,,,VIAF
,"Hermann Mayer | Mayer, Hermann",midas,,20795637,,,VIAF
,"Giovanni Somanzi | Somanzi, Giovanni | Somazzi, Giovanni",midas,,2084158982593056190004,,,VIAF
,"Daniel Kayser | Kayser, Daniel",midas,,20886003,,,VIAF
,"Sergio Vatteroni | Vatteroni, Sergio",midas,,20896631,,,VIAF
,"Possanti, Vincenzo | Possenti, Vincenzo | Vincenzo Possanti",midas,,209833820,,,VIAF
,"Rödel, Volker | Volker Rödel",midas,,210424988,,,VIAF
,Biduino | Biduinus | Biduvino,midas,,210907827,,,VIAF
,"Carlo Enrico Rava | Rava, Carlo Enrico",midas,,210908670,,,VIAF
,"Stefano | Stefano Zambelli | Zabello, Stefano | Zambelli, Stefano",midas,,210921409,,,VIAF
,"Jessen, Hans",midas,,211170011246984810001,,,VIAF
,"Alboni, Paolo | Paolo Alboni",frick,,211375529,,,VIAF
,"Felipe Pallota | Pallota, Felipe",midas,,21145244337974481290,,,VIAF
,"Menzel, Otto | Otto Menzel",midas,,21158628169122921675,,,VIAF
,"Galassini, Giovan Angelo | Galassini, Giovanni Angelo | Giovanni Angelo Galassini",midas,,2116157952108265600002,,,VIAF
,"Edmann, Johann Gottlob | Edtmann, Johann Gottlob | Johann Gottlob Edmann",midas,,2119151172694639210006,,,VIAF
,Giovanni di Ottonello,zeri,,212873456,,,VIAF
,"Förster, Georg Josef | Förster, Josef | Georg Josef Förster",midas,,213452039,,,VIAF
,Ferro Pietro Antonio | Pietro Antonio Ferro,zeri,,213935134,,,VIAF
,"Antonio Bianchi | Bianchi, Antonio | Bianchi, Antonio (1653)",midas,,213935335,,,VIAF
,"Peter von Wederath | Peter von Wederath | Wederath, Peter von",midas,,213936260,,,VIAF
,Calise Cesare,zeri,,213936391,,,VIAF
,"Cocci, Felice | Felice Cocci",midas,,2145424471186830585,,,VIAF
,"Alessandro Sperone | Sperone, Alessandro",midas,,2150868072822071316,,,VIAF
,"Lubowski, Georg",midas,,215773879,,,VIAF
,"Ludwig Platzöder | Platzöder, Ludwig",midas,,2158152932540809830002,,,VIAF
,"Pietro Puccio | Puccio, Pietro",frick,,21615832,,,VIAF
,"Ayala, Ygnacio | Ygnacio Ayala",frick,,2163810,,,VIAF
,"Glatz, Josef | Josef Glatz",midas,,216973025,,,VIAF
,"Eugen Speth | Speth, Eugen",midas,,217152636076220051688,,,VIAF
,"Anne Dupont | Dupont, Aenne",midas,,217356642,,,VIAF
,"Altobello Persio | Persio, Altobello",midas,,218051711,,,VIAF
,"Hans | Paur, Hans (1489)",midas,,218052052,,,VIAF
,Giglia Piermatteo,zeri,,218071199,,,VIAF
,"Fritel, Pierre | Pierre Fritel",frick,,21891177,,,VIAF
,"Bartsch-Hofer, Fritz | Fritz Bartsch-Hofer",midas,,219719404,,,VIAF
,"Andreas Duder | Duder, Andreas",midas,,220475262,,,VIAF
,"Franz Xaver Toelle | Toelle, Franz Xaver | Toelle, Franz-Xaver",midas,,220500444,,,VIAF
,Konrad | Konrad von Nürnberg,midas,,220514213,,,VIAF
,"Fiammingo?, Luca | La Haye, Lucas de | Lucas de LaHaye",midas,,220593241,,,VIAF
,"Brabender, Grete | Grete Brabender",midas,,220599335,,,VIAF
,"Johann Philipp Pütt | Püte, Johann Philipp | Püth, Johann Philipp | Pütt, Johann Philipp | Pütt, Philipp | Pütz, Johann Philipp",midas,,220648198,,,VIAF
,"Spliethoven, Wilhelm | Splithove, Anton Wilhelm | Splithoven, Wilhelm | Wilhelm Spliethoven",midas,,220650782,,,VIAF
,"Michel, Oswald | Oswald Michel",midas,,220668220,,,VIAF
,Desiderio | Monsù Desiderio,midas,,220688714,,,VIAF
,"Armano, Giovanni Antonio | Giovanni Antonio Armano",midas,,220704374,,,VIAF
,"Polders, Wilhelm | Wilhelm Polders",midas,,220894390,,,VIAF
,"Dusseldorp, Johan | Dusseldorp, Johann | Düsseldorp, Johann von | Johan Dusseldorp",midas,,220966275,,,VIAF
,"Benkert, Joseph Albert | Joseph Albert Benkert",frick,,220978346,,,VIAF
,"Arndt Lampeler | Mill, Arend Lampeler van",midas,,220994829,,,VIAF
,"Leo Neumann | Neumann, Leo",midas,,221039575,,,VIAF
,Mandhar | Manôhar,midas,,221058982,,,VIAF
,"Johann Nepomuk Metz | Metz, Johann Nepomuk",midas,,221063155,,,VIAF
,Ezomazulo | Mazulo,midas,,221082621,,,VIAF
,"Ewald Figge | Figge, Ewald",midas,,221113762,,,VIAF
,Giacomo | Giacomo di Giovannofrio,midas,,22150380376513371019,,,VIAF
,"Weinmayer, Leopold",midas,,2215165628832642480005,,,VIAF
,"Francesco Sangeni | Sangeni, Francesco",midas,,22158912233649771548,,,VIAF
,"Anneliese Wagner-Poltrock | Wagner, Annelise",midas,,2224149235089276690009,,,VIAF
,"Siro Zanella | Zanella, Siro | Zanelli, Siro",midas,,222472368,,,VIAF
,"La Plaza, Sebastián de | Sebastián de La Plaza",midas,,223794172,,,VIAF
,"Bartolomei, Francesco | Francesco Stefano de Bartolomei",midas,,225152636157320052252,,,VIAF
,"Gersdorf, Siegmund August von | Gersdorf, Sigmund August von | Siegmund August von Gersdorf",midas,,2252153954893105680000,,,VIAF
,"Benedetto Carpaccio | Carpaccio, Benedetto",frick,,2254120,,,VIAF
,"Luigi Ricciardelli | Ricciardelli, Luigi",midas,,22570520,,,VIAF
,Bombelli Agostino,zeri,,2260261,,,VIAF
,"Mallebrein, Josef | Mallebrein, Joseph",midas,,2265169829169537320007,,,VIAF
,"Felice Ottini | Felicetto di Brandi | Ottini, Felice",midas,,226758645,,,VIAF
,"Antonio Stabile | Stabile, Antonio",midas,,228153411774541700006,,,VIAF
,"Carlini, Filippo | Filippo Carlini",midas,,2296273,,,VIAF
,"Barbieri Pietro Andrea | Barbieri, Pietro (1684) | Barbieri, Pietro (1701) | Barbieri, Pietro Andrea | Pietro Barbieri",midas | zeri,,229720678,,,VIAF
,"Fröhlich, Philipp | Philipp Fröhlich",midas,,2299154260379924480007,,,VIAF
,"Friedrich Krepp | Krepp, Friedrich",midas,,22992518,,,VIAF
,Maestro dell'Albero della Vita,midas,,230042174,,,VIAF
,"Keil, Paul | Paul Keil",midas,,23005208,,,VIAF
,Andrea | Andrea Manfredi | Andrea da Faenza (Fra),midas,,23027080,,,VIAF
,"Battista de Giuliano da Cortona | Carona, Giambattista da | Giovanni Battista Carona | Giovanni Battista da Carona | Giovanni Battista di Piero da Carona | Giovanni da Carona",midas,,23054374,,,VIAF
,Baldi Lazzaro,zeri,,230771612,,,VIAF
,"Friedrich Wilhelm Haase | Haase, Friedrich Wilhelm",midas,,23136262,,,VIAF
,"Neubauer, Oscar | Oskar Neubauer",midas,,23156009838649580713,,,VIAF
,"Foucquet, Jacques | Fouquet, Jacques (1685) | Jacques Foucquet",midas,,23157641157938222939,,,VIAF
,Meister des Grafen Haymon,midas,,23168105776943322493,,,VIAF
,"Grange, Robert | Robert Grange",frick,,231931029,,,VIAF
,"Baerna, Giovanni | Baierna, Johann | Bajerna, Giovanni | Bayerna, Giovanni | Bojerna, Giovanni | Giovanni Baerna | Paerna, Giovanni",midas,,23198741,,,VIAF
,"Andrea Barci | Barci, Andrea",midas,,23203087,,,VIAF
,Leodegario | Leodegarius,midas,,232147659,,,VIAF
,"Giovanni Gaspare Pedoni | Pedone, Giovanni Gaspare | Pedoni, Giovanni Gaspare",midas,,232262620,,,VIAF
,"Jörg Stocker | Stocker, Jörg (der Ältere)",midas,,232368614,,,VIAF
,"Capelli, Damiano | Damiano Capelli",midas,,23237870,,,VIAF
,"Giacomo Rossignolo | Rossignolo, Giacomo",midas,,232422955,,,VIAF
,"Cosimo Pugliani | Pugliani, Cosimo",midas,,23247498,,,VIAF
,"Hans Oswalt | Ostwalt, Hans | Oswalt, Hans (1508)",midas,,232559229,,,VIAF
,"Schaltenbrand, Otto",midas,,2327164721390002340007,,,VIAF
,"Bastian (Meister) | Bastian Kramer | Kramer, Bastian",midas,,232724870,,,VIAF
,"Joh. Andreas Romul | Romul, Johann Andreas | Rumpelt",midas,,232851587,,,VIAF
,"Ciuli, Clemente | Clemente Ciuli",midas,,232980928,,,VIAF
,"Giuseppe Meda | Meda, Giuseppe",frick,,232992260,,,VIAF
,"Sebastian Wetzel | Wetzel, Sebastian",midas,,233045708,,,VIAF
,Meister I | Meister i,midas,,233144268,,,VIAF
,"Alexandre Louis Dumontier | Corso, Francesco | Dumontier, Alessandro | Dumontier, Alexandre Louis | Dumontier, Luigi Alessandro | Perez, Vincenzo | Pisano, Tommasi | Turbanti, Vincenzo",midas,,23336908,,,VIAF
,"Antonio Medaglia | Medaglia, Antonio",midas,,233476221,,,VIAF
,"De Francesco, Beniamino | Francesco, Beniamino de",midas,,2335167988959733830008,,,VIAF
,"Johann Caspar Anton Osthues | Osthues, Johann Caspar Anton",midas,,23362700,,,VIAF
,"Adolph, Gustav | Gustav Adolph",midas,,2353160425264068320008,,,VIAF
,"Fleiter, Friedrich | Friedrich Fleiter, Orgelbau",midas,,235665374,,,VIAF
,"Amato, Antonino | Amato, Antonio | Antonio Amato",midas,,235764899,,,VIAF
,"Magliar, Giuseppe",midas,,2362167265487372610008,,,VIAF
,"Helbig, Henry",midas,,236476595,,,VIAF
,"Anselmo Degani | Degani, Anselmo | Ganis, Anselmo de | Guazzi | Guazzi, Anselmo",midas,,237535521,,,VIAF
,"Caneva, Luigi Maria | Luigi Maria Caneva",midas,,2376149844945902960006,,,VIAF
,"Giovan Domenico Manni | Manni, Giandomenico | Manni, Giovan Domenico",midas,,238072871,,,VIAF
,"Goetz, Carl Florian | Goetz, Florian",midas,,2386164422996920530005,,,VIAF
,"Gius Mochetti | Giuseppe Mochetti | Mochetti, Giuseppe",midas,,238737189,,,VIAF
,"Rößler, Wolfgang | Wolfgang Roeßler",midas,,2397153716402858820004,,,VIAF
,"Jean Thoburn | Thoburn, Jean",frick,,240592341,,,VIAF
,"Lucio Piccinino | Piccinino, Lucio | Picinino, Lucio",midas,,241163729,,,VIAF
,"George Gladwin | Gladwin, George",midas,,24150868299522072407,,,VIAF
,"Loison, Nikolaus | Louyson, Nicolaus | Louyson, Nikolaus | Loyson, Nicolaus | Loyson, Nikolaus",midas,,2420164782048308600006,,,VIAF
,"Juan de Sevilla | Sevilla, Juan de",frick,,242148996102059752414,,,VIAF
,"Haid, Johann Wolfgang | Hayd, Johann Wolfgang | Heyd, Johann Wolfgang | Johann Wolfgang Heyd",midas,,2437150748999316420008,,,VIAF
,"Iacopo Ripanda | Jacopo da Bologna | Ripanda, Jacopo | Ripranda, Jacopo",midas,,245484781,,,VIAF
,"Giovanni Battista Sgava | Sgava, Giovanni Battista",midas,,2461150325524710090009,,,VIAF
,"Andrea Foschi | Foschi, Andrea | Fosco, Andrea | Fuschus, Andreas",midas,,24636831,,,VIAF
,"Castiglione, Francesco | Castiglione, Giovanni Francesco | Giovanni Francesco Castiglione",midas,,2464160122841140630006,,,VIAF
,Magistris Sigismondo de',zeri,,246921146,,,VIAF
,"Finck, Franz | Franz Finck",midas,,247919392,,,VIAF
,Giovanni | Giovanni da Bologna (1389),midas,,249347005,,,VIAF
,"Johann Wilhelm Ludwig Scholtz | Johannes Gulielmus Ludovicus Scholtz | Scholtz, Johann Joachim",midas,,24979035,,,VIAF
,"Giovanni Gigliotti | Giovanni Osmarino Gigliotto | Osmarinus Liliotus, Ioannes",midas,,249922436,,,VIAF
,"Christianus Victor Fridericus Meyer | Meyer, Christian (1739)",midas,,25006116,,,VIAF
,Monogrammist S,midas,,250144782962212353539,,,VIAF
,"Montanini, Pietro | Pietro Montanini | Pietruccio",midas,,250674642,,,VIAF
,"Fagan, Robert",frick,,250681081,,,VIAF
,Benci Antonio | Pollaiolo,zeri,,250803549,,,VIAF
,"Hollweck, Wilhelm | Wilhelm Hollweck",midas,,2509158792810339040007,,,VIAF
,"Llobet, Martí | Lobet, Martí | Martí Lobet",midas,,250945469,,,VIAF
,Giuseppe | Maestro di Fontanarosa,midas,,251330542,,,VIAF
,"Matthiae, Wilhelm | Wilhelm Matthiä",midas,,25150644936710621176,,,VIAF
,"Johanna Kraus | Kraus, Johanna",midas,,25153773415561431494,,,VIAF
,"Heinz Hellermann | Hellermann, Heinz",midas,,25163208446207232188,,,VIAF
,Haeredes Pauli | Héritiers de Johann Paul Royer,zeri,,2524637,,,VIAF
,"Frey, Martin | Martin Frey",midas,,25396730,,,VIAF
,"Jakob Miller | Miller, Jakob (1618)",midas,,25414814,,,VIAF
,Berthold | Berthold von Nördlingen,midas,,2543152381763101950002,,,VIAF
,"Carl Sabo | Sabo, Carl",midas,,254333830,,,VIAF
,Niccolò | Niccolò (1351),midas,,25498655,,,VIAF
,"Giampietro Malacrida | Malacrida, Giampietro | Malacrida, Gianpietro",midas,,25503332,,,VIAF
,"Giovanni Pirri | Pirri, Giovanni",midas,,25506133,,,VIAF
,"Desipi, Lorenz von | Lorenz van de Sype | Sype, Laurentius van de | Sype, Lorenz van de | Syppa, Lorenz van de",midas,,25514220,,,VIAF
,"Ben Rosen | Rosen, Ben",frick,,256506849,,,VIAF
,"Franz Xaver Wunderer | Wunder, Franz Xaver | Wunderer, Franz Xaver",midas,,25678348,,,VIAF
,"Faulstich, Johann Jakob | Faulstig, Johann Jakob | Johann Jakob Faulstich",midas,,25693100,,,VIAF
,"Alfred Richter | Richter, Alfred",midas,,2570162301510720270007,,,VIAF
,"Ceroti, Francesco | Cerroti, Francesco | Francesco Cerroti",midas,,2572161763118722560009,,,VIAF
,"Francesco da Forli | Gianfrancesco Modigliani | Modigliani Gianfrancesco | Modigliani, Gianfrancesco",midas | zeri,,25743956,,,VIAF
,"Landauer, Wilhelm | Wilhelm Landauer",midas,,25755085,,,VIAF
